filename,source_file,is_synthetic,status,motor,propeller,condition,condition_desc
H013.wav,H013,False,Healthy,MH4,PR,4,Low-High-Low RPM
H205.wav,H013,True,Healthy,MH4,PR,4,Low-High-Low RPM
H206.wav,H013,True,Healthy,MH4,PR,4,Low-High-Low RPM
H207.wav,H013,True,Healthy,MH4,PR,4,Low-High-Low RPM
H208.wav,H013,True,Healthy,MH4,PR,4,Low-High-Low RPM
H209.wav,H013,True,Healthy,MH4,PR,4,Low-High-Low RPM
H210.wav,H013,True,Healthy,MH4,PR,4,Low-High-Low RPM
H211.wav,H013,True,Healthy,MH4,PR,4,Low-High-Low RPM
H212.wav,H013,True,Healthy,MH4,PR,4,Low-High-Low RPM
H014.wav,H014,False,Healthy,MH4,PR,5,Change in RPM with change in pitch
H213.wav,H014,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H214.wav,H014,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H215.wav,H014,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H216.wav,H014,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H217.wav,H014,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H218.wav,H014,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H219.wav,H014,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H220.wav,H014,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H015.wav,H015,False,Healthy,MH4,PR,6,Turn Left
H221.wav,H015,True,Healthy,MH4,PR,6,Turn Left
H222.wav,H015,True,Healthy,MH4,PR,6,Turn Left
H223.wav,H015,True,Healthy,MH4,PR,6,Turn Left
H224.wav,H015,True,Healthy,MH4,PR,6,Turn Left
H225.wav,H015,True,Healthy,MH4,PR,6,Turn Left
H226.wav,H015,True,Healthy,MH4,PR,6,Turn Left
H227.wav,H015,True,Healthy,MH4,PR,6,Turn Left
H228.wav,H015,True,Healthy,MH4,PR,6,Turn Left
H016.wav,H016,False,Healthy,MH4,PR,7,Turn Right
H229.wav,H016,True,Healthy,MH4,PR,7,Turn Right
H230.wav,H016,True,Healthy,MH4,PR,7,Turn Right
H231.wav,H016,True,Healthy,MH4,PR,7,Turn Right
H232.wav,H016,True,Healthy,MH4,PR,7,Turn Right
H233.wav,H016,True,Healthy,MH4,PR,7,Turn Right
H234.wav,H016,True,Healthy,MH4,PR,7,Turn Right
H235.wav,H016,True,Healthy,MH4,PR,7,Turn Right
H236.wav,H016,True,Healthy,MH4,PR,7,Turn Right
H017.wav,H017,False,Healthy,MH4,PR,8,Pitch Right
H237.wav,H017,True,Healthy,MH4,PR,8,Pitch Right
H238.wav,H017,True,Healthy,MH4,PR,8,Pitch Right
H239.wav,H017,True,Healthy,MH4,PR,8,Pitch Right
H240.wav,H017,True,Healthy,MH4,PR,8,Pitch Right
H241.wav,H017,True,Healthy,MH4,PR,8,Pitch Right
H242.wav,H017,True,Healthy,MH4,PR,8,Pitch Right
H243.wav,H017,True,Healthy,MH4,PR,8,Pitch Right
H244.wav,H017,True,Healthy,MH4,PR,8,Pitch Right
H018.wav,H018,False,Healthy,MH4,PR,9,Pitch Left
H245.wav,H018,True,Healthy,MH4,PR,9,Pitch Left
H246.wav,H018,True,Healthy,MH4,PR,9,Pitch Left
H247.wav,H018,True,Healthy,MH4,PR,9,Pitch Left
H248.wav,H018,True,Healthy,MH4,PR,9,Pitch Left
H249.wav,H018,True,Healthy,MH4,PR,9,Pitch Left
H250.wav,H018,True,Healthy,MH4,PR,9,Pitch Left
H251.wav,H018,True,Healthy,MH4,PR,9,Pitch Left
H252.wav,H018,True,Healthy,MH4,PR,9,Pitch Left
H019.wav,H019,False,Healthy,MH3,PR,1,Stable RPM
H253.wav,H019,True,Healthy,MH3,PR,1,Stable RPM
H254.wav,H019,True,Healthy,MH3,PR,1,Stable RPM
H255.wav,H019,True,Healthy,MH3,PR,1,Stable RPM
H256.wav,H019,True,Healthy,MH3,PR,1,Stable RPM
H257.wav,H019,True,Healthy,MH3,PR,1,Stable RPM
H258.wav,H019,True,Healthy,MH3,PR,1,Stable RPM
H259.wav,H019,True,Healthy,MH3,PR,1,Stable RPM
H260.wav,H019,True,Healthy,MH3,PR,1,Stable RPM
H020.wav,H020,False,Healthy,MH3,PR,2,Low-High RPM
H261.wav,H020,True,Healthy,MH3,PR,2,Low-High RPM
H262.wav,H020,True,Healthy,MH3,PR,2,Low-High RPM
H263.wav,H020,True,Healthy,MH3,PR,2,Low-High RPM
H264.wav,H020,True,Healthy,MH3,PR,2,Low-High RPM
H265.wav,H020,True,Healthy,MH3,PR,2,Low-High RPM
H266.wav,H020,True,Healthy,MH3,PR,2,Low-High RPM
H267.wav,H020,True,Healthy,MH3,PR,2,Low-High RPM
H268.wav,H020,True,Healthy,MH3,PR,2,Low-High RPM
H021.wav,H021,False,Healthy,MH3,PR,3,High-Low RPM
H269.wav,H021,True,Healthy,MH3,PR,3,High-Low RPM
H270.wav,H021,True,Healthy,MH3,PR,3,High-Low RPM
H271.wav,H021,True,Healthy,MH3,PR,3,High-Low RPM
H272.wav,H021,True,Healthy,MH3,PR,3,High-Low RPM
H273.wav,H021,True,Healthy,MH3,PR,3,High-Low RPM
H274.wav,H021,True,Healthy,MH3,PR,3,High-Low RPM
H275.wav,H021,True,Healthy,MH3,PR,3,High-Low RPM
H276.wav,H021,True,Healthy,MH3,PR,3,High-Low RPM
H022.wav,H022,False,Healthy,MH3,PR,4,Low-High-Low RPM
H277.wav,H022,True,Healthy,MH3,PR,4,Low-High-Low RPM
H278.wav,H022,True,Healthy,MH3,PR,4,Low-High-Low RPM
H279.wav,H022,True,Healthy,MH3,PR,4,Low-High-Low RPM
H280.wav,H022,True,Healthy,MH3,PR,4,Low-High-Low RPM
H281.wav,H022,True,Healthy,MH3,PR,4,Low-High-Low RPM
H282.wav,H022,True,Healthy,MH3,PR,4,Low-High-Low RPM
H283.wav,H022,True,Healthy,MH3,PR,4,Low-High-Low RPM
H284.wav,H022,True,Healthy,MH3,PR,4,Low-High-Low RPM
H023.wav,H023,False,Healthy,MH3,PR,5,Change in RPM with change in pitch
H285.wav,H023,True,Healthy,MH3,PR,5,Change in RPM with change in pitch
H286.wav,H023,True,Healthy,MH3,PR,5,Change in RPM with change in pitch
H287.wav,H023,True,Healthy,MH3,PR,5,Change in RPM with change in pitch
H288.wav,H023,True,Healthy,MH3,PR,5,Change in RPM with change in pitch
H289.wav,H023,True,Healthy,MH3,PR,5,Change in RPM with change in pitch
H290.wav,H023,True,Healthy,MH3,PR,5,Change in RPM with change in pitch
H291.wav,H023,True,Healthy,MH3,PR,5,Change in RPM with change in pitch
H292.wav,H023,True,Healthy,MH3,PR,5,Change in RPM with change in pitch
H024.wav,H024,False,Healthy,MH3,PR,6,Turn Left
H293.wav,H024,True,Healthy,MH3,PR,6,Turn Left
H294.wav,H024,True,Healthy,MH3,PR,6,Turn Left
H295.wav,H024,True,Healthy,MH3,PR,6,Turn Left
H296.wav,H024,True,Healthy,MH3,PR,6,Turn Left
H297.wav,H024,True,Healthy,MH3,PR,6,Turn Left
H298.wav,H024,True,Healthy,MH3,PR,6,Turn Left
H299.wav,H024,True,Healthy,MH3,PR,6,Turn Left
H300.wav,H024,True,Healthy,MH3,PR,6,Turn Left
H025.wav,H025,False,Healthy,MH3,PR,7,Turn Right
H301.wav,H025,True,Healthy,MH3,PR,7,Turn Right
H302.wav,H025,True,Healthy,MH3,PR,7,Turn Right
H303.wav,H025,True,Healthy,MH3,PR,7,Turn Right
H304.wav,H025,True,Healthy,MH3,PR,7,Turn Right
H305.wav,H025,True,Healthy,MH3,PR,7,Turn Right
H306.wav,H025,True,Healthy,MH3,PR,7,Turn Right
H307.wav,H025,True,Healthy,MH3,PR,7,Turn Right
H308.wav,H025,True,Healthy,MH3,PR,7,Turn Right
H026.wav,H026,False,Healthy,MH3,PR,8,Pitch Right
H309.wav,H026,True,Healthy,MH3,PR,8,Pitch Right
H310.wav,H026,True,Healthy,MH3,PR,8,Pitch Right
H311.wav,H026,True,Healthy,MH3,PR,8,Pitch Right
H312.wav,H026,True,Healthy,MH3,PR,8,Pitch Right
H313.wav,H026,True,Healthy,MH3,PR,8,Pitch Right
H314.wav,H026,True,Healthy,MH3,PR,8,Pitch Right
H315.wav,H026,True,Healthy,MH3,PR,8,Pitch Right
H316.wav,H026,True,Healthy,MH3,PR,8,Pitch Right
H027.wav,H027,False,Healthy,MH3,PR,9,Pitch Left
H317.wav,H027,True,Healthy,MH3,PR,9,Pitch Left
H318.wav,H027,True,Healthy,MH3,PR,9,Pitch Left
H319.wav,H027,True,Healthy,MH3,PR,9,Pitch Left
H320.wav,H027,True,Healthy,MH3,PR,9,Pitch Left
H321.wav,H027,True,Healthy,MH3,PR,9,Pitch Left
H322.wav,H027,True,Healthy,MH3,PR,9,Pitch Left
H323.wav,H027,True,Healthy,MH3,PR,9,Pitch Left
H324.wav,H027,True,Healthy,MH3,PR,9,Pitch Left
H028.wav,H028,False,Healthy,MH4,PR,1,Stable RPM
H325.wav,H028,True,Healthy,MH4,PR,1,Stable RPM
H326.wav,H028,True,Healthy,MH4,PR,1,Stable RPM
H327.wav,H028,True,Healthy,MH4,PR,1,Stable RPM
H328.wav,H028,True,Healthy,MH4,PR,1,Stable RPM
H329.wav,H028,True,Healthy,MH4,PR,1,Stable RPM
H330.wav,H028,True,Healthy,MH4,PR,1,Stable RPM
H331.wav,H028,True,Healthy,MH4,PR,1,Stable RPM
H332.wav,H028,True,Healthy,MH4,PR,1,Stable RPM
H029.wav,H029,False,Healthy,MH4,PR,2,Low-High RPM
H333.wav,H029,True,Healthy,MH4,PR,2,Low-High RPM
H334.wav,H029,True,Healthy,MH4,PR,2,Low-High RPM
H335.wav,H029,True,Healthy,MH4,PR,2,Low-High RPM
H336.wav,H029,True,Healthy,MH4,PR,2,Low-High RPM
H337.wav,H029,True,Healthy,MH4,PR,2,Low-High RPM
H338.wav,H029,True,Healthy,MH4,PR,2,Low-High RPM
H339.wav,H029,True,Healthy,MH4,PR,2,Low-High RPM
H340.wav,H029,True,Healthy,MH4,PR,2,Low-High RPM
H030.wav,H030,False,Healthy,MH4,PR,3,High-Low RPM
H341.wav,H030,True,Healthy,MH4,PR,3,High-Low RPM
H342.wav,H030,True,Healthy,MH4,PR,3,High-Low RPM
H343.wav,H030,True,Healthy,MH4,PR,3,High-Low RPM
H344.wav,H030,True,Healthy,MH4,PR,3,High-Low RPM
H345.wav,H030,True,Healthy,MH4,PR,3,High-Low RPM
H346.wav,H030,True,Healthy,MH4,PR,3,High-Low RPM
H347.wav,H030,True,Healthy,MH4,PR,3,High-Low RPM
H348.wav,H030,True,Healthy,MH4,PR,3,High-Low RPM
H031.wav,H031,False,Healthy,MH4,PR,4,Low-High-Low RPM
H349.wav,H031,True,Healthy,MH4,PR,4,Low-High-Low RPM
H350.wav,H031,True,Healthy,MH4,PR,4,Low-High-Low RPM
H351.wav,H031,True,Healthy,MH4,PR,4,Low-High-Low RPM
H352.wav,H031,True,Healthy,MH4,PR,4,Low-High-Low RPM
H353.wav,H031,True,Healthy,MH4,PR,4,Low-High-Low RPM
H354.wav,H031,True,Healthy,MH4,PR,4,Low-High-Low RPM
H355.wav,H031,True,Healthy,MH4,PR,4,Low-High-Low RPM
H356.wav,H031,True,Healthy,MH4,PR,4,Low-High-Low RPM
H032.wav,H032,False,Healthy,MH4,PR,5,Change in RPM with change in pitch
H357.wav,H032,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H358.wav,H032,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H359.wav,H032,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H360.wav,H032,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H361.wav,H032,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H362.wav,H032,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H363.wav,H032,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H364.wav,H032,True,Healthy,MH4,PR,5,Change in RPM with change in pitch
H033.wav,H033,False,Healthy,MH4,PR,6,Turn Left
H365.wav,H033,True,Healthy,MH4,PR,6,Turn Left
H366.wav,H033,True,Healthy,MH4,PR,6,Turn Left
H367.wav,H033,True,Healthy,MH4,PR,6,Turn Left
H368.wav,H033,True,Healthy,MH4,PR,6,Turn Left
H369.wav,H033,True,Healthy,MH4,PR,6,Turn Left
H370.wav,H033,True,Healthy,MH4,PR,6,Turn Left
H371.wav,H033,True,Healthy,MH4,PR,6,Turn Left
H372.wav,H033,True,Healthy,MH4,PR,6,Turn Left
H034.wav,H034,False,Healthy,MH4,PR,7,Turn Right
H373.wav,H034,True,Healthy,MH4,PR,7,Turn Right
H374.wav,H034,True,Healthy,MH4,PR,7,Turn Right
H375.wav,H034,True,Healthy,MH4,PR,7,Turn Right
H376.wav,H034,True,Healthy,MH4,PR,7,Turn Right
H377.wav,H034,True,Healthy,MH4,PR,7,Turn Right
H378.wav,H034,True,Healthy,MH4,PR,7,Turn Right
H379.wav,H034,True,Healthy,MH4,PR,7,Turn Right
H380.wav,H034,True,Healthy,MH4,PR,7,Turn Right
H035.wav,H035,False,Healthy,MH4,PR,8,Pitch Right
H381.wav,H035,True,Healthy,MH4,PR,8,Pitch Right
H382.wav,H035,True,Healthy,MH4,PR,8,Pitch Right
H383.wav,H035,True,Healthy,MH4,PR,8,Pitch Right
H384.wav,H035,True,Healthy,MH4,PR,8,Pitch Right
H385.wav,H035,True,Healthy,MH4,PR,8,Pitch Right
H386.wav,H035,True,Healthy,MH4,PR,8,Pitch Right
H387.wav,H035,True,Healthy,MH4,PR,8,Pitch Right
H388.wav,H035,True,Healthy,MH4,PR,8,Pitch Right
H036.wav,H036,False,Healthy,MH4,PR,9,Pitch Left
H389.wav,H036,True,Healthy,MH4,PR,9,Pitch Left
H390.wav,H036,True,Healthy,MH4,PR,9,Pitch Left
H391.wav,H036,True,Healthy,MH4,PR,9,Pitch Left
H392.wav,H036,True,Healthy,MH4,PR,9,Pitch Left
H393.wav,H036,True,Healthy,MH4,PR,9,Pitch Left
H394.wav,H036,True,Healthy,MH4,PR,9,Pitch Left
H395.wav,H036,True,Healthy,MH4,PR,9,Pitch Left
H396.wav,H036,True,Healthy,MH4,PR,9,Pitch Left
H037.wav,H037,False,Healthy,MH2,PR,1,Stable RPM
H397.wav,H037,True,Healthy,MH2,PR,1,Stable RPM
H398.wav,H037,True,Healthy,MH2,PR,1,Stable RPM
H399.wav,H037,True,Healthy,MH2,PR,1,Stable RPM
H400.wav,H037,True,Healthy,MH2,PR,1,Stable RPM
H401.wav,H037,True,Healthy,MH2,PR,1,Stable RPM
H402.wav,H037,True,Healthy,MH2,PR,1,Stable RPM
H403.wav,H037,True,Healthy,MH2,PR,1,Stable RPM
H404.wav,H037,True,Healthy,MH2,PR,1,Stable RPM
H038.wav,H038,False,Healthy,MH2,PR,2,Low-High RPM
H405.wav,H038,True,Healthy,MH2,PR,2,Low-High RPM
H406.wav,H038,True,Healthy,MH2,PR,2,Low-High RPM
H407.wav,H038,True,Healthy,MH2,PR,2,Low-High RPM
H408.wav,H038,True,Healthy,MH2,PR,2,Low-High RPM
H409.wav,H038,True,Healthy,MH2,PR,2,Low-High RPM
H410.wav,H038,True,Healthy,MH2,PR,2,Low-High RPM
H411.wav,H038,True,Healthy,MH2,PR,2,Low-High RPM
H412.wav,H038,True,Healthy,MH2,PR,2,Low-High RPM
H039.wav,H039,False,Healthy,MH2,PR,3,High-Low RPM
H413.wav,H039,True,Healthy,MH2,PR,3,High-Low RPM
H414.wav,H039,True,Healthy,MH2,PR,3,High-Low RPM
H415.wav,H039,True,Healthy,MH2,PR,3,High-Low RPM
H416.wav,H039,True,Healthy,MH2,PR,3,High-Low RPM
H417.wav,H039,True,Healthy,MH2,PR,3,High-Low RPM
H418.wav,H039,True,Healthy,MH2,PR,3,High-Low RPM
H419.wav,H039,True,Healthy,MH2,PR,3,High-Low RPM
H420.wav,H039,True,Healthy,MH2,PR,3,High-Low RPM
H040.wav,H040,False,Healthy,MH2,PR,4,Low-High-Low RPM
H421.wav,H040,True,Healthy,MH2,PR,4,Low-High-Low RPM
H422.wav,H040,True,Healthy,MH2,PR,4,Low-High-Low RPM
H423.wav,H040,True,Healthy,MH2,PR,4,Low-High-Low RPM
H424.wav,H040,True,Healthy,MH2,PR,4,Low-High-Low RPM
H425.wav,H040,True,Healthy,MH2,PR,4,Low-High-Low RPM
H426.wav,H040,True,Healthy,MH2,PR,4,Low-High-Low RPM
H427.wav,H040,True,Healthy,MH2,PR,4,Low-High-Low RPM
H428.wav,H040,True,Healthy,MH2,PR,4,Low-High-Low RPM
H041.wav,H041,False,Healthy,MH2,PR,5,Change in RPM with change in pitch
H429.wav,H041,True,Healthy,MH2,PR,5,Change in RPM with change in pitch
H430.wav,H041,True,Healthy,MH2,PR,5,Change in RPM with change in pitch
H431.wav,H041,True,Healthy,MH2,PR,5,Change in RPM with change in pitch
H432.wav,H041,True,Healthy,MH2,PR,5,Change in RPM with change in pitch
H433.wav,H041,True,Healthy,MH2,PR,5,Change in RPM with change in pitch
H434.wav,H041,True,Healthy,MH2,PR,5,Change in RPM with change in pitch
H435.wav,H041,True,Healthy,MH2,PR,5,Change in RPM with change in pitch
H436.wav,H041,True,Healthy,MH2,PR,5,Change in RPM with change in pitch
H042.wav,H042,False,Healthy,MH2,PR,6,Turn Left
H437.wav,H042,True,Healthy,MH2,PR,6,Turn Left
H438.wav,H042,True,Healthy,MH2,PR,6,Turn Left
H439.wav,H042,True,Healthy,MH2,PR,6,Turn Left
H440.wav,H042,True,Healthy,MH2,PR,6,Turn Left
H441.wav,H042,True,Healthy,MH2,PR,6,Turn Left
H442.wav,H042,True,Healthy,MH2,PR,6,Turn Left
H443.wav,H042,True,Healthy,MH2,PR,6,Turn Left
H444.wav,H042,True,Healthy,MH2,PR,6,Turn Left
H043.wav,H043,False,Healthy,MH2,PR,7,Turn Right
H445.wav,H043,True,Healthy,MH2,PR,7,Turn Right
H446.wav,H043,True,Healthy,MH2,PR,7,Turn Right
H447.wav,H043,True,Healthy,MH2,PR,7,Turn Right
H448.wav,H043,True,Healthy,MH2,PR,7,Turn Right
H449.wav,H043,True,Healthy,MH2,PR,7,Turn Right
H450.wav,H043,True,Healthy,MH2,PR,7,Turn Right
H451.wav,H043,True,Healthy,MH2,PR,7,Turn Right
H452.wav,H043,True,Healthy,MH2,PR,7,Turn Right
H044.wav,H044,False,Healthy,MH2,PR,8,Pitch Right
H453.wav,H044,True,Healthy,MH2,PR,8,Pitch Right
H454.wav,H044,True,Healthy,MH2,PR,8,Pitch Right
H455.wav,H044,True,Healthy,MH2,PR,8,Pitch Right
H456.wav,H044,True,Healthy,MH2,PR,8,Pitch Right
H457.wav,H044,True,Healthy,MH2,PR,8,Pitch Right
H458.wav,H044,True,Healthy,MH2,PR,8,Pitch Right
H459.wav,H044,True,Healthy,MH2,PR,8,Pitch Right
H460.wav,H044,True,Healthy,MH2,PR,8,Pitch Right
H045.wav,H045,False,Healthy,MH2,PR,9,Pitch Left
H461.wav,H045,True,Healthy,MH2,PR,9,Pitch Left
H462.wav,H045,True,Healthy,MH2,PR,9,Pitch Left
H463.wav,H045,True,Healthy,MH2,PR,9,Pitch Left
H464.wav,H045,True,Healthy,MH2,PR,9,Pitch Left
H465.wav,H045,True,Healthy,MH2,PR,9,Pitch Left
H466.wav,H045,True,Healthy,MH2,PR,9,Pitch Left
H467.wav,H045,True,Healthy,MH2,PR,9,Pitch Left
H468.wav,H045,True,Healthy,MH2,PR,9,Pitch Left
H046.wav,H046,False,Healthy,MH3,PR,1,Stable RPM
H469.wav,H046,True,Healthy,MH3,PR,1,Stable RPM
H470.wav,H046,True,Healthy,MH3,PR,1,Stable RPM
H471.wav,H046,True,Healthy,MH3,PR,1,Stable RPM
H472.wav,H046,True,Healthy,MH3,PR,1,Stable RPM
H473.wav,H046,True,Healthy,MH3,PR,1,Stable RPM
H474.wav,H046,True,Healthy,MH3,PR,1,Stable RPM
H475.wav,H046,True,Healthy,MH3,PR,1,Stable RPM
H476.wav,H046,True,Healthy,MH3,PR,1,Stable RPM
H047.wav,H047,False,Healthy,MH3,PR,2,Low-High RPM
H477.wav,H047,True,Healthy,MH3,PR,2,Low-High RPM
H478.wav,H047,True,Healthy,MH3,PR,2,Low-High RPM
H479.wav,H047,True,Healthy,MH3,PR,2,Low-High RPM
H480.wav,H047,True,Healthy,MH3,PR,2,Low-High RPM
H481.wav,H047,True,Healthy,MH3,PR,2,Low-High RPM
H482.wav,H047,True,Healthy,MH3,PR,2,Low-High RPM
